month,provincia,operator,power_kW,band,usagecost_original,parsed,reason
2025-01,León,,22.0,AC,"0,56€/kWh >80kW - 0,42€/kWh 50 kW - 0,38€/kWh AC",0.56,ok
2025-01,León,,22.0,AC,"0,20€/kWh ",0.2,ok
2025-01,León,,3.7,AC,,,no_kwh
2025-01,León,,22.0,AC,"0,58€/kWh",0.58,ok
2025-01,León,,7.4,AC,"0,20€/kWh 7,4kW AC",0.2,ok
2025-01,León,,11.0,AC,,,no_kwh
2025-01,León,,120.0,DC,"0,60€/kWh",0.6,ok
2025-01,León,,100.0,DC,"0,54€/kWh DC - 0,35€/kWh AC",0.54,ok
2025-01,León,,7.4,AC,"0,43€/kWh",0.43,ok
2025-01,León,,50.0,DC,"0,45€/kWh",0.45,ok
2025-01,León,,50.0,DC,"0,45€/kWh",0.45,ok
2025-01,León,,43.0,DC,"0,45€/kWh",0.45,ok
2025-01,León,,250.0,DC,,,no_kwh
2025-01,León,,7.4,AC,"0,25€/kWh 7,4kW AC",0.25,ok
2025-01,León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-01,León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-01,León,,43.0,DC,0.47€/kWh ,0.47,ok
2025-01,León,,11.0,AC,"0,46€/kWh",0.46,ok
2025-01,León,,100.0,DC,"0,50€/kWh 100kW - 0,39€/kWh 50 kW - 0,32€/kWh AC",0.5,ok
2025-01,León,,50.0,DC,"0,50€/kWh 100kW - 0,39€/kWh 50 kW - 0,32€/kWh AC",0.5,ok
2025-01,León,,22.0,AC,"0,50€/kWh 100kW - 0,39€/kWh 50 kW - 0,32€/kWh AC",0.5,ok
2025-01,León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-01,León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-01,León,,43.0,DC,0.47€/kWh ,0.47,ok
2025-01,León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-01,León,,22.0,AC,,,no_kwh
2025-01,León,,22.0,AC," 0,39€/kWh 22kW AC",0.39,ok
2025-01,León,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-01,León,,43.0,DC,"0,47€/kWh ",0.47,ok
2025-01,León,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-01,León,,11.0,AC,,,no_kwh
2025-01,León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-01,León,,50.0,DC,"0,45€/kWh",0.45,ok
2025-01,León,,50.0,DC,"0,45€/kWh",0.45,ok
2025-01,León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-01,León,,22.0,AC,"0,45€/kWh DC50kW/AC43kW - 0,39€/kWh 22kW AC",0.45,ok
2025-01,León,,50.0,DC,"0,45€/kWh DC50kW/AC43kW - 0,39€/kWh 22kW AC",0.45,ok
2025-01,León,,50.0,DC,"0,45€/kWh DC50kW/AC43kW - 0,39€/kWh 22kW AC",0.45,ok
2025-01,León,,50.0,DC,"0,47€/kWh",0.47,ok
2025-01,León,,50.0,DC,"0,47€/kWh",0.47,ok
2025-01,León,,43.0,DC,"0,47€/kWh",0.47,ok
2025-01,León,,22.0,AC,,,no_kwh
2025-01,León,,22.0,AC,"0,30€/kWh",0.3,ok
2025-01,León,,180.0,DC,"0,60€/kWh",0.6,ok
2025-01,León,,22.0,AC,,,no_kwh
2025-01,León,,120.0,DC,"0,54€/kWh DC >80kW - 0,42€/kWh DC - 0,35kWh AC",0.54,ok
2025-01,León,,22.0,AC,"0,54€/kWh DC >80kW - 0,42€/kWh DC - 0,35kWh AC",0.54,ok
2025-01,León,,60.0,DC,"0,42€/kWh",0.42,ok
2025-01,León,,22.0,AC,"0,42€/kWh",0.42,ok
2025-01,León,,11.0,AC,free,,free
2025-01,León,,22.0,AC,"0,39€/kWh + parking fee",0.39,ok
2025-01,León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-01,León,,7.4,AC,"0,40€/kWh",0.4,ok
2025-01,León,,11.0,AC,Recarga gratuita + parking pago,,no_kwh
2025-01,León,,22.0,AC,"0,38€/kWh + parking fee",0.38,ok
2025-01,León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-01,León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-01,León,,43.0,DC,0.47€/kWh ,0.47,ok
2025-01,León,,2.7,AC,,,empty
2025-01,León,,3.7,AC,,,empty
2025-01,León,,,,,,empty
2025-01,León,,14.0,AC,,,empty
2025-01,León,,11.0,AC,,,empty
2025-01,León,,22.0,AC,"0,29€/kWh ",0.29,ok
2025-01,León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-01,León,,22.0,AC,"0,29€/kWh ",0.29,ok
2025-01,León,,22.0,AC,"0,39€/kWh + parking fee",0.39,ok
2025-01,León,,7.4,AC,"0,25€/kWh",0.25,ok
2025-01,León,,3.7,AC,"0,25€/kWh",0.25,ok
2025-01,León,,100.0,DC,,,no_kwh
2025-01,León,,7.4,AC,"0,40€/kWh",0.4,ok
2025-01,León,,7.4,AC,"0,29€/kWh ",0.29,ok
2025-01,León,,22.0,AC,"0,29€/kWh ",0.29,ok
2025-01,León,,7.4,AC,"0,40€/kWh",0.4,ok
2025-01,León,,22.0,AC,"0,35€/kWh + parking fee",0.35,ok
2025-01,León,,22.0,AC,"0,39€/kWh ",0.39,ok
2025-01,León,,11.0,AC,,,no_kwh
2025-01,León,,22.0,AC,"0,40€/kWh+ parking fee",0.4,ok
2025-01,León,,3.7,AC,"0,40€/kWh+ parking fee",0.4,ok
2025-01,León,,22.0,AC,"0,29€/kWh",0.29,ok
2025-01,León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-01,León,,7.4,AC,"0,40€/kWh",0.4,ok
2025-01,León,,22.0,AC,"0,29€/kWh",0.29,ok
2025-01,León,,11.0,AC,,,empty
2025-01,León,,11.0,AC,,,empty
2025-01,León,,11.0,AC,,,no_kwh
2025-01,León,,50.0,DC," 0,49€/kWh DC - 0,39€/kWh AC ",0.49,ok
2025-01,León,,50.0,DC," 0,49€/kWh DC - 0,39€/kWh AC ",0.49,ok
2025-01,León,,22.0,AC," 0,49€/kWh DC - 0,39€/kWh AC ",0.49,ok
2025-01,León,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-01,León,,43.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-01,León,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-01,León,,100.0,DC," 0,56€/kWh DC",0.56,ok
2025-01,León,,150.0,DC,"0,55€/kWh DC - 0,39€/kWh AC",0.55,ok
2025-01,León,,50.0,DC,"0,55€/kWh DC - 0,39€/kWh AC",0.55,ok
2025-01,León,,22.0,AC,"0,55€/kWh DC - 0,39€/kWh AC",0.55,ok
2025-01,León,,50.0,DC,"0,55€/kWh DC - 0,39€/kWh AC",0.55,ok
2025-01,León,,80.0,DC,"0,55€/kWh DC - 0,39€/kWh AC",0.55,ok
2025-01,León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-01,León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-01,León,,43.0,DC,0.47€/kWh ,0.47,ok
2025-01,León,,22.0,AC,"0,39€/kWh",0.39,ok
2025-01,León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-01,León,,250.0,DC,,,empty
2025-01,León,,11.0,AC,,,empty
2025-01,León,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-01,León,,50.0,DC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-01,León,,22.0,AC,"0,50€/kWh DC - 0,45€/kWh AC",0.5,ok
2025-01,León,,150.0,DC,"0,54€/kWh",0.54,ok
2025-01,León,,50.0,DC,"0,39€/kWh",0.39,ok
2025-01,León,,50.0,DC,"0,39€/kWh",0.39,ok
2025-01,León,,22.0,AC,,,no_kwh
2025-01,León,,150.0,DC,"0,58€/kWh DC >60kW (0,40€/min parked without charging)",0.58,ok
2025-01,León,,100.0,DC,"0,50€/kWh 100kW - 0,39€/kWh 50 kW - 0,32€/kWh AC",0.5,ok
2025-01,León,,50.0,DC,"0,50€/kWh 100kW - 0,39€/kWh 50 kW - 0,32€/kWh AC",0.5,ok
2025-01,León,,22.0,AC,"0,50€/kWh 100kW - 0,39€/kWh 50 kW - 0,32€/kWh AC",0.5,ok
2025-01,León,,11.0,AC,"0,25€/kWh 7,4kW AC",0.25,ok
2025-01,León,,22.0,AC,"0,25€/kWh 7,4kW AC",0.25,ok
2025-01,León,,50.0,DC,"0,45€/kWh DC - 0,39€/kWh AC",0.45,ok
2025-01,León,,50.0,DC,"0,45€/kWh DC - 0,39€/kWh AC",0.45,ok
2025-01,León,,22.0,AC,"0,45€/kWh DC - 0,39€/kWh AC",0.45,ok
2025-01,León,,50.0,DC,0.45 €/kWh,0.45,ok
2025-01,León,,50.0,DC,0.45 €/kWh,0.45,ok
2025-01,León,,43.0,DC,0.45 €/kWh,0.45,ok
2025-01,León,,22.0,AC,"0,40€/kWh",0.4,ok
2025-01,León,,7.4,AC,"0,20€/kWh",0.2,ok
2025-01,León,,7.4,AC,"0,25€/kWh",0.25,ok
2025-01,León,,3.7,AC,,,empty
2025-01,León,,22.0,AC,,,no_kwh
2025-01,León,,3.7,AC,,,no_kwh
2025-01,León,,7.4,AC,"0,25€/kWh",0.25,ok
2025-01,León,,3.7,AC,"0,25€/kWh",0.25,ok
2025-01,León,,50.0,DC,,,empty
2025-01,León,,50.0,DC,,,empty
2025-01,León,,22.0,AC,,,empty
2025-01,León,,7.4,AC,"0,20€/kWh 7,4kW AC",0.2,ok
2025-01,León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-01,León,,50.0,DC,0.47€/kWh ,0.47,ok
2025-01,León,,43.0,DC,0.47€/kWh ,0.47,ok
2025-01,León,,7.4,AC,"0,35€/kWh 7,4kW AC",0.35,ok
2025-01,León,,7.4,AC,"0,35€/kWh 7,4kW AC",0.35,ok
2025-01,León,,7.4,AC,free,,free
2025-01,León,,22.0,AC,,,empty
2025-01,León,,50.0,DC,"0,48€/kWh DC/AC43kW (0,14€/min parked without charging)",0.48,ok
2025-01,León,,50.0,DC,"0,48€/kWh DC/AC43kW (0,14€/min parked without charging)",0.48,ok
2025-01,León,,43.0,DC,"0,48€/kWh DC/AC43kW (0,14€/min parked without charging)",0.48,ok
2025-01,León,,22.0,AC,"0,35€/kWh",0.35,ok
2025-01,León,,60.0,DC,"0,30€/kWh",0.3,ok
2025-01,León,,7.4,AC,"0,44€/kWh",0.44,ok
2025-01,León,,43.0,DC,"0,47€/kWh ",0.47,ok
2025-01,León,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-01,León,,50.0,DC,"0,47€/kWh ",0.47,ok
2025-01,León,,22.0,AC,"0,44€/kWh",0.44,ok
2025-01,León,,3.7,AC,,,no_kwh
2025-01,León,,150.0,DC,"0,55€/kWh DC- 0,39€/kWh AC",0.55,ok
2025-01,León,,150.0,DC,"0,55€/kWh DC- 0,39€/kWh AC",0.55,ok
2025-01,León,,22.0,AC,"0,55€/kWh DC- 0,39€/kWh AC",0.55,ok
2025-01,León,,350.0,DC,"0,69€/kWh  DC 350kW - 0,54€/kWh DC<200kW",0.69,ok
2025-01,León,,180.0,DC,"0,69€/kWh  DC 350kW - 0,54€/kWh DC<200kW",0.69,ok
2025-01,León,,80.0,DC,"0,69€/kWh  DC 350kW - 0,54€/kWh DC<200kW",0.69,ok
2025-01,León,,11.0,AC,,,no_kwh
2025-01,León,,400.0,DC,"0,55€/kWh DC - 0,40€/kWh AC",0.55,ok
2025-01,León,,7.4,AC,"0,20€/kWh 7,4kW AC",0.2,ok
2025-01,León,,7.4,AC,"0,20€/kWh 7,4kW AC",0.2,ok
2025-01,León,,11.0,AC,,,empty
2025-01,León,,11.0,AC,,,empty
2025-01,León,,250.0,DC,,,empty
2025-01,León,,300.0,DC," 0,55€/kWh DC >80kW  - 0,42€/kWh DC 50kW",0.55,ok
2025-01,León,,50.0,DC," 0,55€/kWh DC >80kW  - 0,42€/kWh DC 50kW",0.55,ok
2025-01,León,,50.0,DC," 0,55€/kWh DC >80kW  - 0,42€/kWh DC 50kW",0.55,ok
2025-01,León,,60.0,DC,"0,45€/kWh ",0.45,ok
2025-01,León,,22.0,AC,"0,45€/kWh ",0.45,ok
2025-01,León,,60.0,DC,"0,45€/kWh ",0.45,ok
2025-01,León,,22.0,AC,"0,25€/kWh",0.25,ok
2025-01,León,,3.7,AC,"0,25€/kWh",0.25,ok
2025-01,León,,100.0,DC," 0,50€/kWh DC, AC: 0,32€/kWh",0.5,ok
2025-01,León,,50.0,DC," 0,50€/kWh DC, AC: 0,32€/kWh",0.5,ok
2025-01,León,,22.0,AC," 0,50€/kWh DC, AC: 0,32€/kWh",0.5,ok
2025-01,León,,22.0,AC,,,empty
2025-01,León,,11.0,AC,,,empty
2025-01,León,,3.7,AC,,,empty
2025-01,León,,22.0,AC,"0,30€/kWh",0.3,ok
2025-01,León,,11.0,AC,,,no_kwh
2025-01,León,,7.4,AC,free,,free
2025-01,León,,7.4,AC,free,,free
2025-01,León,,7.4,AC,"0,39€/kWh",0.39,ok
2025-01,León,,7.4,AC,"0,39€/kWh",0.39,ok
2025-01,León,,3.7,AC,"0,20€/kWh",0.2,ok
2025-01,León,,22.0,AC,,,no_kwh
2025-01,León,,3.7,AC,,,no_kwh
2025-01,León,,7.4,AC,"0,20€/kWh",0.2,ok
2025-01,León,,7.4,AC,free,,free
2025-01,León,,7.4,AC,"0,39€/kWh",0.39,ok
2025-01,León,,2.3,AC,,,no_kwh
2025-01,León,,7.4,AC,"0,39€/kWh",0.39,ok
2025-01,León,,100.0,DC,"0,54€/kWh ",0.54,ok
2025-01,León,,100.0,DC,"0,54€/kWh ",0.54,ok
2025-01,León,,100.0,DC,"0,54€/kWh ",0.54,ok
2025-01,León,,22.0,AC,,,no_kwh
2025-01,León,,7.4,AC,free,,free
2025-01,León,,22.0,AC,"0,34€/kWh",0.34,ok
2025-01,León,,2.5,AC,ask,,no_kwh
2025-01,León,,3.7,AC,,,empty
2025-01,León,,7.4,AC,"0,25€/kWh",0.25,ok
2025-01,León,,7.4,AC,,,empty
2025-01,León,,7.4,AC,"0,25€/kWh",0.25,ok
2025-01,León,,3.7,AC,"0,25€/kWh",0.25,ok
